,Company name,"Gearing (%)
2018",BvD Independence Indicator,"Number of employees
2018","Profit (Loss) before Taxation
th GBP 2018","Tangible Assets
th GBP 2018","Fixed Assets
th GBP 2018"
7495,HOLMFIRTH DYERS LIMITED,6.61,D,68,"5,392","3,531","4,551"
7496,TANK-LOGIC LIMITED,68.33,D,68,"3,399","3,062","5,799"
7497,WOOD INTERNATIONAL (FAR EAST) LIMITED,53.06,D,2,493,3,3
7498,BOOKING.COM CUSTOMER SERVICE CENTER (UK) LIMITED,5.12,D,"1,266","3,305","5,523","5,523"
7499,MOORHEN HOLDINGS LIMITED,10.78,D,57,"4,680","3,425","4,850"
7500,NEEDLERS LIMITED,34.01,D,90,873,445,647
7501,EQUI-TREK LIMITED,11.79,D,147,235,430,430
7502,DEACON HOLDINGS LIMITED,47.05,B+,63,160,"4,538","4,538"
7503,ESSITY UK LIMITED,80.54,D,"1,283","55,117","157,960","175,905"
7504,RPS ENVIRONMENTAL MANAGEMENT LIMITED,28.15,D,"1,124","9,285","2,640","6,958"
7505,CAMPBELL REITH HILL LIMITED LIABILITY PARTNERSHIP,112.04,A-,144,"1,916",378,379
7506,M&P FIRE PROTECTION LTD,431.48,D,18,-57,16,16
7507,CONCEPT SYSTEMS LIMITED,0.08,D,103,"4,126",346,346
7508,AICO LIMITED,0.15,D,55,"7,134","4,470","4,470"
7509,JOHN WOODS (LISGLYN) LIMITED,43.25,D,311,"-5,189","7,174","7,174"
7510,SN SYSTEMS LIMITED,8.15,D,86,906,299,401
7511,OUGHTIBRIDGE GARAGE LIMITED,85.13,D,39,131,"1,642","1,642"
7512,ZIEHL-ABEGG UK LIMITED,124.53,D,27,"1,448",35,35
7513,FIS DERIVATIVES UTILITY SERVICES (UK) LIMITED,454.43,D,52,"1,164",23,122
7514,ELIS NI LIMITED,16.16,D,79,"1,408",712,"2,234"
7515,METRO PRODUCTION GROUP LIMITED,2.69,D,93,"1,164","1,131","2,236"
7516,EVERGLADE HOLDINGS LIMITED,581.58,U,86,669,"1,981","2,388"
7517,MICHAEL DAVIES AND ASSOCIATES LIMITED,3.17,D,349,"1,054","4,416","33,610"
7518,MORRIS CARE LIMITED,463.89,C,554,"2,199","34,498","34,498"
7519,NOVEM TRADING AND INVESTMENT CO. LTD,0.05,D,46,915,19,19
7520,MCCULLA (IRELAND) LIMITED,25.35,D,234,"1,613","7,825","8,063"
7521,CAPSTONE FOSTER CARE LIMITED,131.25,D,174,"1,294",597,"18,008"
7522,SUTTON AND SON (ST.HELENS) LIMITED,180.2,D,11,-190,"2,626","29,480"
7523,MONTASH LIMITED,1.87,D,59,-52,57,57
7524,NEWHAVEN PORT & PROPERTIES LIMITED,11.93,D,34,"1,306","5,418","14,733"
7525,JUPITER FUND MANAGEMENT PLC,2.5,A+,533,"179,200","7,100","367,500"
7526,E & S HEATING & VENTILATION LIMITED,183.08,D,84,266,107,"1,138"
7527,CAPITA IT SERVICES LIMITED,443.63,D,617,"9,470",387,"37,435"
7528,MCLAREN APPLIED LIMITED,177.8,D,506,"-1,060","7,337","31,007"
7529,ARGRAIN LIMITED,44.92,D,27,544,"1,148","1,151"
7530,RELIV EUROPE LIMITED,161.59,D,18,-57,10,10
7531,MERLIN CINEMAS LIMITED,60.66,D,333,"1,053","9,048","9,863"
7532,MAUVEWORX LTD,511.3,D,129,-155,746,981
7533,VARFELL FARMS LTD,2.56,D,124,"1,234","23,719","23,719"
7534,GUENTHER HOLDINGS LIMITED,66.2,D,"1,080","-2,997","50,411","169,122"
7535,TENEO LIMITED,146.24,D,44,657,76,173
7536,STANBROOK ABBEY HOTEL LIMITED,22.17,D,47,-904,"10,349","10,349"
7537,EDA QUALITY FOODS LIMITED,125.74,D,85,205,410,410
7538,HITEX TRAFFIC SAFETY LIMITED,30.83,D,21,211,903,903
7539,EMBEE HOLDINGS LIMITED,1.1,D,322,"2,222","2,199","2,199"
7540,KORG (UK) LIMITED,26.46,D,43,141,"1,472","2,327"
7541,BALTON CP LIMITED,199.21,D,"1,125","-1,661","15,178","15,178"
7542,GROSVENOR CONTRACTS LEASING LIMITED,260.98,D,274,"5,480","97,704","106,990"
7543,EDWARDIAN EXCLUSIVE HOTELS LTD,60.8,D,92,"2,802","81,752","81,752"
7544,MORGANSTONE LTD,2.23,D,102,708,182,182
7545,JANDU DEVELOPMENTS LIMITED,3.11,B+,20,"1,199",272,"2,245"
7546,HILL PARTNERSHIPS LIMITED,205.13,D,357,"9,692",47,47
7547,VERVE GROUP LIMITED,119.33,D,27,686,52,"35,697"
7548,NORDMORE HOLDINGS LIMITED,2.42,B+,61,"1,173",671,874
7549,WILTONSIGN PROPERTIES LIMITED,23.33,D,115,-532,"3,132","3,132"
7550,BREYER GROUP PUBLIC LIMITED COMPANY,37.28,D,300,227,"1,853","1,883"
7551,COLLEGE SUPPORT AND SERVICES COMPANY LIMITED BY GUARANTEE,6.48,U,27,141,"1,791","1,791"
7552,A.E.T. TRANSPORT SERVICES LIMITED,64.32,D,53,-678,"1,998","1,998"
7553,SPIRE MANUFACTURING LIMITED,26.88,A-,38,474,"1,106","2,350"
7554,CEILING SOLUTIONS LIMITED,14.69,D,208,"20,922","11,233","38,832"
7555,CONTINENTAL CAPITAL MARKETS LTD,248.64,D,2,181,1,1
7556,SPIRIT PACKAGING LIMITED,719.65,B+,148,356,"6,049","6,455"
7557,TUXEDO MONEY SOLUTIONS LIMITED,50.01,D,57,"-1,820",10,"2,476"
7558,GLASGIVEN CONTRACTS LIMITED,107.34,B+,77,-444,388,388
7559,HILBRE HOLDINGS LIMITED,45.16,D,"1,021","8,559","3,961","32,621"
7560,FLORIN INDUSTRIAL SERVICES HOLDINGS LIMITED,33.19,B+,789,"1,342",206,959
7561,MANAGEMENT CONSORTIUM BID LIMITED,792.04,D,92,"-3,138","1,537","2,557"
7562,KELTBRAY GROUP LIMITED,89.6,D,"1,557","17,812","38,071","39,052"
7563,MADE.COM DESIGN LTD,1.82,D,429,"-5,700","3,400","13,600"
7564,CALLAN BACON COMPANY LIMITED,24.28,D,253,-199,"4,806","12,333"
7565,BEATSON CLARK LIMITED,88.8,D,224,"3,440","28,288","32,785"
7566,QUEENSGATE HEALTHCARE LIMITED,87.33,B+,74,765,"16,637","16,637"
7567,FENIX OUTDOOR UK LIMITED,14.25,D,19,"1,157",254,254
7568,ASSA ABLOY LIMITED,78.55,D,"1,091","27,464","12,116","247,476"
7569,PRINCIPLE DEMOLITION LIMITED,133.48,B+,3,0,14,14
7570,YELCON LIMITED,196.42,D,19,103,129,"3,532"
7571,ZX VENTURES LIMITED,56.27,D,6,"1,916","1,883","258,222"
7572,OAC PLC,23.69,D,31,318,10,644
7573,WARDTEC LIMITED,10.58,B+,18,248,614,623
7574,TROUW (UK) LIMITED,89.08,D,158,"-3,838","6,697","17,938"
7575,A J WALTER AVIATION LIMITED,94.63,D,507,"3,755","21,526","24,603"
7576,SUPERCRAFT LIMITED,91.56,D,164,482,"1,608","1,608"
7577,MERCEDES AMG HIGH PERFORMANCE POWERTRAINS LIMITED,118.31,D,695,"8,166","128,196","131,294"
7578,CORERO NETWORK SECURITY (UK) LIMITED,15.85,D,28,100,69,69
7579,WEFCO (GAINSBOROUGH) LIMITED,15.75,D,83,332,744,799
7580,SCOTIA HOMES (HOLDINGS) LIMITED,2.15,D,210,"3,256",783,"1,006"
7581,"SNAPFISH UK, LTD.",98.87,D,90,"4,724","4,803","4,870"
7582,EDRINGTON DISTILLERS LIMITED,25.87,D,562,-200,"50,700","85,900"
7583,MALLORY INTERNATIONAL MIE DESIGNATED ACTIVITY COMPANY,0.46,D,35,71,70,166
7584,NEXT GEOSOLUTIONS LTD,294.39,D,37,345,761,"1,241"
7585,MICHAEL GERSON (INVESTMENTS) LIMITED,7.71,B+,7,"7,425",17,"31,486"
7586,PELICANS LIMITED,110.07,D,60,"1,131","7,792","7,917"
7587,PROFILE SECURITY SERVICES LIMITED,172.01,D,"1,876",211,680,"1,277"
7588,COMPUTER RISK MANAGEMENT LIMITED,16.57,B+,51,"4,404",624,624
7589,J.T.BAYLIS & COMPANY LIMITED,21.93,D,5,"6,603",25,"150,137"
7590,HAZELVINE LIMITED,103.58,D,64,743,198,198
7591,PREMIER GALVANIZING LIMITED,6.84,D,74,"3,084","1,951","1,951"
7592,INOVYN ENTERPRISES LIMITED,8.57,D,70,"7,500","38,400","38,400"
7593,SIR JOHN FITZGERALD (HOLDINGS) LIMITED,33.03,D,471,-910,"26,731","26,731"
7594,LEOPARD FILMS LIMITED,373.12,D,3,18,21,"3,989"
7595,BWI (HOLDINGS) LIMITED,21.56,D,193,"5,081","1,704","1,810"
7596,RENTGUARD LIMITED,10.6,D,64,879,96,96
7597,GM COACHWORK LIMITED,0.41,B+,156,"3,974","1,067","5,149"
7598,TAMWORTH STEEL STOCKHOLDERS LIMITED,10.78,D,125,"1,223","4,818","5,699"
7599,FIRST GRADE INTERNATIONAL LIMITED,14.45,B+,33,"1,392","1,373","2,563"
7600,SWANN ENGINEERING GROUP LTD.,35.36,D,112,"2,339","1,391","1,414"
7601,TESTLINK SERVICES LIMITED,44.29,D,114,439,97,433
7602,GMK LIMITED,46.78,C,68,"1,805","3,525","3,762"
7603,OUTHAUS GROUP LIMITED,0.01,D,2,405,1,1
7604,TILE ACCESSORIES LIMITED,1.06,D,18,"1,278",50,50
7605,HERBERT SMITH FREEHILLS SPAIN LLP,598.69,U,117,"1,199","1,656","1,656"
7606,MILLBROOK HEALTHCARE LTD,34.42,D,863,"1,059","7,694","8,175"
7607,SANDERSON DESIGN GROUP BRANDS LIMITED,61.1,D,565,"7,206","14,654","26,142"
7608,SOUTH DOWNS CAPITAL LIMITED,319.28,D,261,"-3,256","127,986","141,232"
7609,EUROFINS CHEMTEST LIMITED,4.09,D,139,638,658,"6,536"
7610,YABSLEY HOLDINGS LIMITED,n.a.,D,n.a.,n.a.,n.a.,n.a.
7611,HEREFORD CONTRACT CANNING (HCC) LIMITED,71.14,D,68,"1,308","8,068","8,069"
7612,REACTION ENGINES LIMITED,1.27,A+,174,"-16,818","9,234","9,560"
7613,VOLKERSTEVIN LIMITED,96.63,D,488,759,366,"7,718"
7614,VISCOSE CLOSURES LIMITED,25.79,D,50,632,968,968
7615,MARRILL LIMITED,105.24,D,182,195,"2,320","2,320"
7616,E. C. M. (VEHICLE DELIVERY SERVICE) LIMITED,131.39,D,795,"1,824","24,453","24,453"
7617,COMMSCOPE EMEA LIMITED,14.84,D,162,"-63,254","8,676","303,707"
7618,SELECT SERVICE PARTNER IRELAND LIMITED,5.75,D,327,"1,587","1,779","1,779"
7619,SEFTON NEW DIRECTIONS LIMITED,325.84,D,326,450,502,502
7620,S. & L. UNITED STORAGE SYSTEMS LIMITED,8.35,D,57,33,"1,825","1,825"
7621,ROAD HAULAGE ASSOCIATION LIMITED,57.02,U,140,504,"1,586","2,462"
7622,ALBANY SHED COMPANY LIMITED,1.08,D,67,543,"3,132","3,132"
7623,MIDSHIRE COMMUNICATIONS LIMITED,51.62,D,32,165,732,823
7624,SOUTH LONDON TIMBER COMPANY LIMITED,1.61,D,21,585,43,470
7625,EALING STUDIOS OPERATIONS LIMITED,211.25,D,13,616,"23,970","24,259"
7626,RMD KWIKFORM LIMITED,1.58,D,304,"8,433","23,155","23,198"
7627,NORTH WEST PROJECTS LIMITED,3.09,D,59,652,77,79
7628,SPECIALIST BUILDING PRODUCTS LIMITED,153.48,D,"1,974","11,119","34,715","45,753"
7629,ST JAMES GROUP LIMITED,3.2,D,312,"193,344",228,366
7630,TARGET SITE SERVICES LIMITED,1.04,D,78,-926,32,32
7631,AMEC FOSTER WHEELER ENERGY LIMITED,4.1,D,377,"12,862",142,806
7632,LONDON HIRE LIMITED,457.36,B+,346,522,"27,231","27,231"
7633,GSM GROUP HOLDCO LIMITED,0.99,D,142,"2,207","1,008","5,078"
7634,WILSONS AUCTIONS (TELFORD) LTD,0.1,D,63,"1,089","1,123","1,123"
7635,BLACKWOOD PLANT HIRE LTD,341.19,D,168,"1,566","11,078","11,083"
7636,DB BROADCAST HOLDINGS LTD,19.04,A+,48,"1,097",204,204
7637,NETWORK HEALTHCARE PROFESSIONALS LIMITED,859.91,D,57,293,23,412
7638,U DRIVE COVER LIMITED,0.55,D,20,356,8,8
7639,BURBIDGE & SON LIMITED,6.02,D,76,-75,"3,833","4,470"
7640,GORTROE NURSING HOME LIMITED,196.47,D,59,248,"3,438","4,070"
7641,MARLBOROUGH HIGHWAYS GROUP LIMITED,428.23,A-,204,"1,472","6,001","8,507"
7642,PGCH LIMITED,841.5,D,72,-226,"20,475","30,578"
7643,HUHTAMAKI FOODSERVICE DELTA LIMITED,16.02,D,354,"4,001","20,534","20,830"
7644,SWINDON CARAVAN CENTRE LIMITED,26.18,B+,69,204,729,"1,236"
7645,GE ENERGY (UK) LIMITED,54.96,D,74,325,76,196
7646,THE FIRST MILK CHEESE COMPANY LIMITED,275.33,D,199,"2,797","30,927","30,927"
7647,ALDRIDGE SECURITY LIMITED,5.83,D,6,463,"1,337","1,337"
7648,FOLD HILL FOODS LIMITED,5.86,D,170,568,"5,014","5,656"
7649,G.R.CARR (ESSEX) LIMITED,8.61,D,81,268,"2,974","2,974"
7650,WINDLES GROUP MANUFACTURING LIMITED,132.52,D,100,197,"5,820","5,828"
7651,IWC MEDIA LIMITED,19.48,D,56,478,39,42
7652,THE ANALYST RESEARCH LLP,629.98,U,8,,88,88
7653,MILLENNIUM CARE HOMES LIMITED,4.2,D,278,"1,194","2,780","2,780"
7654,TWIFLEX LIMITED,18.62,C,76,"3,761","2,733","2,733"
7655,DONNELLY MOTORSTORE LIMITED,847.51,D,46,-145,311,339
7656,WANDAHOME (SOUTH CAVE) LIMITED,90.72,D,45,162,327,867
7657,BEAUTY BAY LIMITED,7.83,D,114,"7,314",645,890
7658,EUROFRESH EVESHAM LIMITED,22.2,D,54,255,"2,342","2,342"
7659,WISDOM PROPERTIES LIMITED,31.09,D,172,"1,332","13,961","18,451"
7660,Q.F.S. SCAFFOLDING LIMITED,32.22,D,132,210,"4,659","4,659"
7661,DAVIDSON HOLDINGS LIMITED,2.98,B+,156,"4,269","1,214","1,424"
7662,ELIQUO HYDROK LIMITED,23.49,D,30,"4,412",237,237
7663,PREPAY TECHNOLOGIES LIMITED,18.25,D,174,"2,986","1,256","97,545"
7664,MTW ARCHITECTURAL LIMITED,48.68,D,21,"1,450","2,299","2,299"
7665,LIVINGSTON BUILDING SERVICES LIMITED,1.58,D,46,997,401,401
7666,AEGON UK CORPORATE SERVICES LIMITED,133.94,D,"2,840",79,"10,018","24,060"
7667,FABULOUS FAN FAYRE LIMITED,333.56,B+,"2,189",339,751,751
7668,WILLCOX BROS LIMITED,43.35,D,147,807,"4,602","4,602"
7669,CORNWALLIS ELT LIMITED,16.84,D,40,"1,061",31,31
7670,MOTIVE RENTALS LTD.,69.17,D,61,"1,084","2,934","2,934"
7671,MILLWOOD SERVICING LIMITED,59.4,D,35,315,149,149
7672,ALPHA MARKETING PLC,110.29,D,98,673,"1,508","1,670"
7673,NORTH WEST STEEL LIMITED,25.38,D,26,"1,090",672,920
7674,J.M. FINN & CO.LTD,0.08,D,310,"10,349","2,434","8,668"
7675,MMD CONSTRUCTION (CORK) LIMITED,27.5,B+,105,"1,357","2,737","2,854"
7676,GH HOTEL OPERATING COMPANY LIMITED,540.24,D,758,"-3,041","36,056","36,056"
7677,NOVUS CAMBRIA,252.78,U,71,894,219,219
7678,LIMASA LIMITED,7.4,D,72,-486,332,"1,185"
7679,PSI-CLONE GAMES LTD,0.19,U,32,333,78,78
7680,DRAX CORPORATE LIMITED,97.16,D,187,"-43,317","6,798","2,367,198"
7681,ALLIED LONDON DEVELOPMENT MANAGEMENT LIMITED,121.97,D,42,"4,147",318,318
7682,T.S.G. BUILDING SERVICES PLC,3.65,D,259,"2,070","1,395","1,645"
7683,TORANDO LIMITED,88.1,D,39,809,"2,255","2,255"
7684,LANGHAM INDUSTRIES LIMITED,14.28,A+,241,"2,910","26,378","41,967"
7685,FOUR TIMES ENTERPRISES LIMITED,2.06,D,106,"-2,428",163,"2,006"
7686,DU TOIT AND BURGER PARTNERSHIP LIMITED,45.72,A-,19,-98,185,430
7687,WED2B LIMITED,704.84,D,372,-882,"4,739","5,761"
7688,BOWERS METROLOGY LIMITED,64.21,D,91,"1,206","1,736","1,736"
7689,SIGMA CONNECTED LTD,54.09,D,361,-407,137,137
7690,WARD & BURKE WATER LIMITED,472.8,D,33,722,341,342
7691,CPL AROMAS (HOLDINGS) LIMITED,8.92,A+,535,"8,822","17,824","20,505"
7692,BNI WORLDWIDE DEVELOPMENT LIMITED,14.19,D,9,136,10,"2,572"
7693,CARNEY CONTRACTS LIMITED,81.94,D,110,567,"2,233","2,287"
7694,SKILLNET TRAINING LIMITED,1.89,D,96,-26,164,"2,227"
7695,KURT GEIGER LIMITED,3.97,D,"2,143","26,170","13,664","18,592"
7696,FLEXTRONICS INTERNATIONAL IRELAND LIMITED,5.36,C,194,"-1,442","7,223","7,223"
7697,MUNRO BUILDING SERVICES LIMITED,9.64,D,159,945,178,178
7698,LINDAB LIMITED,28.78,D,309,"1,332",790,"8,352"
7699,CONRAN PROPERTIES (MARYLEBONE) LIMITED,32.8,D,1,397,"3,573","3,573"
7700,HPP PINNACLE LIMITED,17.17,D,178,"3,238","7,884","9,552"
7701,A-GAS ELECTRONIC MATERIALS LIMITED,6.95,D,24,300,375,636
7702,THE ROOKERY HOTEL LIMITED,307.12,D,29,376,"11,480","11,480"
7703,BURCOMBE HAULAGE LIMITED,49.91,D,69,814,"6,162","6,299"
7704,CIL MANAGEMENT CONSULTANTS LIMITED,27.68,D,86,"4,500",308,311
7705,PARAMOUNT 21 LIMITED,79.6,B+,119,249,"3,891","3,893"
7706,KNP LOGISTICS GROUP LIMITED,472.8,B+,525,"-2,880","8,399","10,026"
7707,ALMAYA INTERNATIONAL LIMITED,173.94,C,31,-749,"2,447","2,450"
7708,FORMULA ONE MANAGEMENT LIMITED,25.16,D,456,"10,021","8,959","9,012"
7709,VISHAY MEASUREMENTS GROUP UK LIMITED,96.92,D,62,578,981,981
7710,J.E. PORTER LIMITED,0.82,B+,45,"2,587","2,034","7,843"
7711,MARPLACE (NUMBER 754) LIMITED,9.75,D,47,291,520,"1,803"
7712,TRAILFINDERS LIMITED,15.15,D,990,"35,834","34,508","113,726"
7713,CKD GALBRAITH LLP,30.34,A-,248,"2,135",385,467
7714,ACCOLADE WINES LIMITED,25.74,D,560,"13,357","33,287","52,601"
7715,CARE CYMRU SERVICES LIMITED,27.4,D,406,356,45,45
7716,RENISHAW P L C,15.3,B+,"4,639","155,225","232,557","338,103"
7717,OLIVER GRACE LTD,630.56,D,212,"1,701","16,135","32,835"
7718,TETRAD LIMITED,28.43,D,207,846,213,537
7719,UNION STREET (LURGAN) LIMITED,80.56,D,653,"1,632","5,871","6,151"
7720,PRODUCTIONQUEST LIMITED,92.43,D,12,581,95,95
7721,MS INTERNATIONAL PLC,24.09,A+,431,"4,039","20,766","26,751"
7722,JONES BROTHERS (HENLLAN) LIMITED,2.83,B+,64,322,252,252
7723,HARRISON PRODUCTS CO LIMITED,1.02,D,49,"1,123",369,369
7724,TEAM ENERGY RESOURCES LIMITED,14.07,D,21,97,3,5
7725,FOAM TECHNIQUES LIMITED,0.28,D,48,"1,340",204,204
7726,WM REPLY LIMITED,18.53,D,62,"1,376",235,239
7727,DOWNING LLP,2.07,A-,113,"9,127",764,793
7728,GAIGER BROTHERS LIMITED,56.21,A+,83,-351,"3,234","11,893"
7729,BOOH MEDIA PLC,99.68,D,32,910,387,387
7730,PEPCO GROUP LIMITED,163.83,D,"32,541","44,359","265,592","1,087,276"
7731,"A.TAYLOR & SON(LEEDS),LIMITED",63.36,D,75,-943,"4,070","4,070"
7732,FILTRONIC PLC,4.26,A+,126,"1,226","1,411","6,280"
7733,INFINEUM UK LTD.,55.72,D,428,"17,531","21,792","33,822"
7734,DUFFIELDS (SOUTH WEST) LIMITED,51.02,D,53,"1,076","1,845","2,640"
7735,STAFFLINE RECRUITMENT (ROI) LIMITED,205.14,D,18,509,14,14
7736,DUPLO INTERNATIONAL LIMITED,16.06,D,122,"1,166","1,037","1,067"
7737,AITCH GROUP LIMITED,75.25,D,41,"10,575",29,"94,780"
7738,CERNER LIMITED,0.14,D,495,"3,636","7,710","7,881"
7739,FTS HOLDINGS UK (2015) LIMITED,15.06,D,56,"2,464","1,321","1,331"
7740,AUTONEUM GREAT BRITAIN LIMITED,930.95,D,425,"-2,050","14,937","15,005"
7741,KSS DESIGN GROUP LIMITED,16.09,D,103,596,161,187
7742,LEAFIELD ENVIRONMENTAL LIMITED,245.62,D,55,397,"2,268","2,268"
7743,AIRWAVE SOLUTIONS LIMITED,32.82,D,537,"210,656","164,871","176,121"
7744,MASSEY BROS (FEEDS) LTD.,40.49,B+,172,"1,254","8,721","9,970"
7745,TOTAL MOTION LIMITED,742.66,B+,72,-173,"24,050","24,063"
7746,BRAINBOW LIMITED,396.1,D,39,-753,375,377
7747,PURE RESOURCING SOLUTIONS LTD,1.26,B+,75,"1,440",377,377
7748,T A FISHER & SONS LIMITED,59.46,D,74,"1,458",203,"2,593"
7749,SULZER PUMPS WASTEWATER UK LIMITED,132.46,D,64,-429,523,"1,423"
7750,LAOIS SAWMILLS LIMITED,14.27,B+,50,"1,028","10,411","10,411"
7751,APPT CORPORATION LIMITED,723.19,B+,"3,336","2,357","22,454","33,835"
7752,LOGICAL PERSONNEL SOLUTIONS LIMITED,774.99,D,536,926,18,18
7753,FOYLE FOOD GROUP HOLDINGS LIMITED,280.99,A+,"1,271","2,573","20,068","20,068"
7754,LINREAD LIMITED,22.75,D,303,"1,924","8,497","9,279"
7755,BNL (UK) LIMITED,149.98,D,98,90,"2,810","5,334"
7756,KITE PACKAGING LIMITED,69.29,D,260,"7,012","2,828","8,158"
7757,ELIZABETH HOLDINGS PLC,34.6,D,16,832,"1,323","40,506"
7758,DOLLINGER FILTRATION LIMITED,2.66,D,106,"-2,173",668,668
7759,HAZLITT'S HOTELS LIMITED,50.24,B+,85,803,"27,981","27,981"
7760,TIME OUT GROUP PLC,34.86,B+,397,"-15,172","25,716","100,308"
7761,T & J T BARTON (HOLDINGS) LTD,1.35,B+,42,30,"1,033","1,838"
7762,NORKEM LIMITED,90.99,D,63,"2,589",865,865
7763,EPR ELY LIMITED,4.55,D,35,"2,108",84,84
7764,MICHAEL SPIERS (JEWELLERS) LIMITED,44.5,D,56,789,927,927
7765,APPLEFORD LIMITED,52.51,D,179,484,"7,497","7,497"
7766,LINAMAR LIGHT METALS BELFAST LIMITED,24.47,D,603,"13,922","37,854","50,575"
7767,GALLERY DIRECT LIMITED,205.27,D,107,"1,517","10,163","11,267"
7768,GLOUCESTER RUGBY LIMITED,143.17,D,335,"-2,181","10,185","16,773"
7769,WALL COLMONOY LIMITED,31.9,D,194,"2,246","5,570","5,570"
7770,CURTISS-WRIGHT FLOW CONTROL (UK) LIMITED,13.62,D,20,-585,11,"22,588"
7771,L.C. SWITCHGEAR LIMITED,0.52,D,34,"1,798",84,84
7772,MASSARELLA CATERING GROUP LIMITED,27.13,A+,"1,242","-1,135","4,755","4,755"
7773,HB COLLECTIVE LIMITED,11.41,D,30,"1,316",145,165
7774,GORDON RAMSAY PLANE FOOD LIMITED,48.68,D,99,164,"2,401","2,401"
7775,ALLEGHENY TECHNOLOGIES LIMITED,109.45,D,258,-46,"21,005","29,156"
7776,MOLE AVON TRADING LIMITED,20.64,A-,141,516,"7,221","7,225"
7777,CURTIS INSTRUMENTS (U.K.) LIMITED,34.85,D,41,"1,581",388,388
7778,LIFE TECHNOLOGIES LIMITED,264.9,D,"1,087","152,095","41,146","43,449"
7779,SYNTERACT HCR LIMITED,13.36,D,45,173,87,88
7780,TECHNOWASH LIMITED,709.13,D,63,-99,157,157
7781,TRANS GLOBAL PROJECTS LIMITED,37.34,D,19,"1,574",82,522
7782,BEESTON V.E. LIMITED,2.64,B+,10,160,35,35
7783,EPC UNITED KINGDOM PLC,254.11,D,239,181,"10,042","13,111"
7784,SPROUT & CO KITCHEN LIMITED,808.68,D,89,-341,"1,270","1,288"
7785,POWER ADHESIVES LIMITED,58.04,B+,51,"1,061","5,192","5,192"
7786,"ROOMES STORES,LIMITED",35.07,A+,55,-80,"7,226","7,226"
7787,THE POST OFFICE FELLOWSHIP OF REMEMBRANCE C.I.C,48.93,A-,113,38,"4,988","4,988"
7788,HOLDEN & HOLDEN LIMITED,192.94,D,110,164,"7,416","9,106"
7789,MARLOWE HOLDINGS LIMITED,4.06,D,"6,947","84,562","70,772","138,979"
7790,LONDON TOWER CRANE HIRE & SALES LIMITED,95.44,D,66,"9,815","28,967","28,967"
7791,JOHN O'CONNER (GROUNDS MAINTENANCE) LIMITED,63.61,D,448,421,"5,227","5,227"
7792,PROGRESSIVE TECHNOLOGY LIMITED,30.07,D,134,-901,"6,894","7,030"
7793,FLAGSHIP PROPERTY CARE LIMITED,0.16,D,315,"2,958",98,"1,801"
7794,WILLERBY LANDSCAPES LIMITED,4.62,D,109,628,"1,030","1,030"
7795,DENHOLM ENGINEERING LIMITED,41.44,D,18,184,121,137
7796,MASSTOCK ARABLE (UK) LIMITED,255.85,D,672,"12,553","18,371","44,695"
7797,FDM GROUP LIMITED,320.66,D,"2,341","39,795","2,775","3,882"
7798,ATTINGER JACK LIMITED,0.18,D,16,598,16,16
7799,CENTURYLINK LIMITED,0.35,D,343,"6,294","27,998","28,025"
7800,GLOBAL INVESTMENT STRATEGY UK LIMITED,0.09,D,17,"2,806",49,549
7801,HUNTER DOUGLAS (UK) LIMITED,477.78,D,395,"-12,558","5,011","379,713"
7802,GARDLINE LIMITED,423.17,D,445,"8,157","1,230","9,677"
7803,MULBERRY WASTE LIMITED,34.66,D,52,206,"4,213","7,208"
7804,DERMAL LABORATORIES LIMITED,2.66,D,146,"1,567","12,237","12,237"
7805,DALE CARE LIMITED,36.07,D,768,616,339,389
7806,LYJON CO. LIMITED,4.39,B+,84,28,761,761
7807,TSC VENTURES DESIGNATED ACTIVITY COMPANY,42.62,U,65,"9,294",976,"11,705"
7808,TWITTER UK LTD,13.35,D,192,"3,721","2,417","2,417"
7809,ANGLO AMERICAN SERVICES (UK) LTD.,61.21,D,358,"-334,802","23,909","12,782,265"
7810,RYBROOK LIMITED,16.68,D,524,"4,012","5,373","7,471"
7811,PORTMEIRION LIMITED,57,A+,236,432,"6,000","6,000"
7812,HARRISON LEISURE UK LIMITED,325.12,A+,111,526,"21,972","25,858"
7813,CONTOUR SHOWERS LIMITED,5.68,D,60,259,"1,411","1,411"
7814,MARTINTRUX GROUP LIMITED,2.04,B+,67,612,228,357
7815,M.K.M. BUILDING SUPPLIES (HARTLEPOOL) LIMITED,389.73,D,20,297,7,7
7816,VUR HOLDINGS (UK) LIMITED,169.71,D,"4,813",558,"730,896","731,669"
7817,SKILL CAPITAL HOLDINGS LIMITED,176.73,D,83,"2,564",120,133
7818,LUSH LTD.,151.43,D,258,"-1,384","3,323","57,497"
7819,ALLEN-VANGUARD LTD,14.8,D,10,231,85,85
7820,GREYCOAT PLACEMENTS LIMITED,21.54,D,45,474,7,7
7821,W.E. ROBERTS (HOLDINGS) LIMITED,112.99,B+,164,12,"2,962","3,122"
7822,TOGS LIMITED,2.16,D,50,"4,372","4,459","5,182"
7823,UNCORKED LIMITED,166.63,D,7,215,5,14
7824,H & P FREIGHTWAYS LIMITED,81.79,D,153,"1,711","7,050","7,050"
7825,LIGENTIA GROUP HOLDINGS LIMITED,239.28,D,339,"2,972","2,033","5,281"
7826,LIMESQUARE VEHICLE RENTAL LIMITED,311.77,D,59,729,"8,472","8,472"
